AttractionId,AttractionCityId,Attraction,AttractionAddress,AttractionTypeRaw,AttractionTypeNumericId,AttractionTypeLabel,AttractionTypeBroad,AttractionCityName,AttractionCountryId,AttractionCountry,AttractionRegionId,AttractionRegion,AttractionContinentId,AttractionContinent,HistoricalVisitCount,HistoricalAverageRating
1680,277,History Museum - Playa Samara,"Main Street, Playa Samara, Costa Rica",Museum,,Museum,Museum,Playa Samara,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1681,277,Paradise Beach - Playa Samara,"Main Street, Playa Samara, Costa Rica",Beach,,Beach,Beach,Playa Samara,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1682,261,Art Gallery - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Museum,,Museum,Museum,Arenal Volcano National Park,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1683,261,Eco Park - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Park,,Park,Park,Arenal Volcano National Park,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1684,261,Farmers' Market - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Market,,Market,Market,Arenal Volcano National Park,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1685,261,Science Museum - Arenal Volcano National Park,"Main Street, Arenal Volcano National Park, Costa Rica",Museum,,Museum,Museum,Arenal Volcano National Park,43,Costa Rica,7,Central America,2,America,0,4.15769884753448
1686,286,Flea Market - El Remate,"Main Street, El Remate, Guatemala",Market,,Market,Market,El Remate,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1687,286,Night Market - El Remate,"Main Street, El Remate, Guatemala",Market,,Market,Market,El Remate,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1688,286,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala",Market,,Market,Market,El Remate,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1689,286,Local Bazaar - El Remate,"Main Street, El Remate, Guatemala",Market,,Market,Market,El Remate,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1690,289,History Museum - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Museum,,Museum,Museum,San Pedro La Laguna,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1691,289,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Beach,,Beach,Beach,San Pedro La Laguna,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1692,289,Flea Market - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Market,,Market,Market,San Pedro La Laguna,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1693,289,Paradise Beach - San Pedro La Laguna,"Main Street, San Pedro La Laguna, Guatemala",Beach,,Beach,Beach,San Pedro La Laguna,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1694,287,Crystal Bay - Guatemala,"Main Street, Guatemala, Guatemala",Beach,,Beach,Beach,Guatemala,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1695,287,Farmers' Market - Guatemala,"Main Street, Guatemala, Guatemala",Market,,Market,Market,Guatemala,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1696,287,Ancient Temple - Guatemala,"Main Street, Guatemala, Guatemala",Temple,,Temple,Religious,Guatemala,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1697,287,Science Museum - Guatemala,"Main Street, Guatemala, Guatemala",Museum,,Museum,Museum,Guatemala,44,Guatemala,7,Central America,2,America,0,4.15769884753448
1698,291,Sacred Shrine - Roatan,"Main Street, Roatan, Honduras",Temple,,Temple,Religious,Roatan,45,Honduras,7,Central America,2,America,0,4.15769884753448
1699,291,Eco Park - Roatan,"Main Street, Roatan, Honduras",Park,,Park,Park,Roatan,45,Honduras,7,Central America,2,America,0,4.15769884753448
1700,291,National Park - Roatan,"Main Street, Roatan, Honduras",Park,,Park,Park,Roatan,45,Honduras,7,Central America,2,America,0,4.15769884753448
1701,291,Grand Mosque - Roatan,"Main Street, Roatan, Honduras",Temple,,Temple,Religious,Roatan,45,Honduras,7,Central America,2,America,0,4.15769884753448
1702,290,Flea Market - goprohonduras,"Main Street, goprohonduras, Honduras",Market,,Market,Market,goprohonduras,45,Honduras,7,Central America,2,America,0,4.15769884753448
1703,290,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras",Park,,Park,Park,goprohonduras,45,Honduras,7,Central America,2,America,0,4.15769884753448
1704,290,Eco Park - goprohonduras,"Main Street, goprohonduras, Honduras",Park,,Park,Park,goprohonduras,45,Honduras,7,Central America,2,America,0,4.15769884753448
1705,290,Cultural Heritage Center - goprohonduras,"Main Street, goprohonduras, Honduras",Museum,,Museum,Museum,goprohonduras,45,Honduras,7,Central America,2,America,0,4.15769884753448
1706,293,Flea Market - Leon,"Main Street, Leon, Nicaragua",Market,,Market,Market,Leon,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1707,293,Cathedral - Leon,"Main Street, Leon, Nicaragua",Temple,,Temple,Religious,Leon,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1708,293,Eco Park - Leon,"Main Street, Leon, Nicaragua",Park,,Park,Park,Leon,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1709,293,Sacred Shrine - Leon,"Main Street, Leon, Nicaragua",Temple,,Temple,Religious,Leon,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1710,295,Sacred Shrine - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Temple,,Temple,Religious,San Juan del Sur,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1711,295,Golden Sand Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Beach,,Beach,Beach,San Juan del Sur,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1712,295,Paradise Beach - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Beach,,Beach,Beach,San Juan del Sur,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1713,295,Science Museum - San Juan del Sur,"Main Street, San Juan del Sur, Nicaragua",Museum,,Museum,Museum,San Juan del Sur,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1714,292,Cultural Heritage Center - Granada,"Main Street, Granada, Nicaragua",Museum,,Museum,Museum,Granada,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1715,292,Eco Park - Granada,"Main Street, Granada, Nicaragua",Park,,Park,Park,Granada,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1716,292,Golden Sand Beach - Granada,"Main Street, Granada, Nicaragua",Beach,,Beach,Beach,Granada,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1717,292,Wildlife Reserve - Granada,"Main Street, Granada, Nicaragua",Park,,Park,Park,Granada,46,Nicaragua,7,Central America,2,America,0,4.15769884753448
1718,297,History Museum - Colon,"Main Street, Colon, Panama",Museum,,Museum,Museum,Colon,47,Panama,7,Central America,2,America,0,4.15769884753448
1719,297,Golden Sand Beach - Colon,"Main Street, Colon, Panama",Beach,,Beach,Beach,Colon,47,Panama,7,Central America,2,America,0,4.15769884753448
1720,297,Paradise Beach - Colon,"Main Street, Colon, Panama",Beach,,Beach,Beach,Colon,47,Panama,7,Central America,2,America,0,4.15769884753448
1721,297,Botanical Garden - Colon,"Main Street, Colon, Panama",Park,,Park,Park,Colon,47,Panama,7,Central America,2,America,0,4.15769884753448
1722,300,History Museum - Penonome,"Main Street, Penonome, Panama",Museum,,Museum,Museum,Penonome,47,Panama,7,Central America,2,America,0,4.15769884753448
1723,300,Ancient Temple - Penonome,"Main Street, Penonome, Panama",Temple,,Temple,Religious,Penonome,47,Panama,7,Central America,2,America,0,4.15769884753448
1724,300,National Park - Penonome,"Main Street, Penonome, Panama",Park,,Park,Park,Penonome,47,Panama,7,Central America,2,America,0,4.15769884753448
1725,300,Crystal Bay - Penonome,"Main Street, Penonome, Panama",Beach,,Beach,Beach,Penonome,47,Panama,7,Central America,2,America,0,4.15769884753448
1726,298,Sacred Shrine - Panama,"Main Street, Panama, Panama",Temple,,Temple,Religious,Panama,47,Panama,7,Central America,2,America,0,4.15769884753448
1727,298,Flea Market - Panama,"Main Street, Panama, Panama",Market,,Market,Market,Panama,47,Panama,7,Central America,2,America,0,4.15769884753448
1728,298,Flea Market - Panama,"Main Street, Panama, Panama",Market,,Market,Market,Panama,47,Panama,7,Central America,2,America,0,4.15769884753448
1729,298,Cultural Heritage Center - Panama,"Main Street, Panama, Panama",Museum,,Museum,Museum,Panama,47,Panama,7,Central America,2,America,0,4.15769884753448
1730,310,Cultural Heritage Center - Antigonish,"Main Street, Antigonish, Canada",Museum,,Museum,Museum,Antigonish,48,Canada,8,Northern America,2,America,0,4.15769884753448
1731,310,Grand Mosque - Antigonish,"Main Street, Antigonish, Canada",Temple,,Temple,Religious,Antigonish,48,Canada,8,Northern America,2,America,0,4.15769884753448
1732,310,Sacred Shrine - Antigonish,"Main Street, Antigonish, Canada",Temple,,Temple,Religious,Antigonish,48,Canada,8,Northern America,2,America,0,4.15769884753448
1733,310,Golden Sand Beach - Antigonish,"Main Street, Antigonish, Canada",Beach,,Beach,Beach,Antigonish,48,Canada,8,Northern America,2,America,0,4.15769884753448
1734,547,Art Gallery - Trail,"Main Street, Trail, Canada",Museum,,Museum,Museum,Trail,48,Canada,8,Northern America,2,America,0,4.15769884753448
1735,547,Sacred Shrine - Trail,"Main Street, Trail, Canada",Temple,,Temple,Religious,Trail,48,Canada,8,Northern America,2,America,0,4.15769884753448
1736,547,Cathedral - Trail,"Main Street, Trail, Canada",Temple,,Temple,Religious,Trail,48,Canada,8,Northern America,2,America,0,4.15769884753448
1737,547,History Museum - Trail,"Main Street, Trail, Canada",Museum,,Museum,Museum,Trail,48,Canada,8,Northern America,2,America,0,4.15769884753448
1738,440,Cathedral - Montr̩al,"Main Street, Montr̩al, Canada",Temple,,Temple,Religious,Montr̩al,48,Canada,8,Northern America,2,America,0,4.15769884753448
1739,440,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada",Beach,,Beach,Beach,Montr̩al,48,Canada,8,Northern America,2,America,0,4.15769884753448
1740,440,National Park - Montr̩al,"Main Street, Montr̩al, Canada",Park,,Park,Park,Montr̩al,48,Canada,8,Northern America,2,America,0,4.15769884753448
1741,440,Golden Sand Beach - Montr̩al,"Main Street, Montr̩al, Canada",Beach,,Beach,Beach,Montr̩al,48,Canada,8,Northern America,2,America,0,4.15769884753448
1742,584,Eco Park - Greenland,"Main Street, Greenland, Greenland",Park,,Park,Park,Greenland,49,Greenland,8,Northern America,2,America,0,4.15769884753448
1743,584,Paradise Beach - Greenland,"Main Street, Greenland, Greenland",Beach,,Beach,Beach,Greenland,49,Greenland,8,Northern America,2,America,0,4.15769884753448
1744,584,Botanical Garden - Greenland,"Main Street, Greenland, Greenland",Park,,Park,Park,Greenland,49,Greenland,8,Northern America,2,America,0,4.15769884753448
1745,584,National Park - Greenland,"Main Street, Greenland, Greenland",Park,,Park,Park,Greenland,49,Greenland,8,Northern America,2,America,0,4.15769884753448
1746,604,National Park - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Park,,Park,Park,Ixtapa-Zihuatanejo-Guerrero,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1747,604,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Temple,,Temple,Religious,Ixtapa-Zihuatanejo-Guerrero,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1748,604,Flea Market - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Market,,Market,Market,Ixtapa-Zihuatanejo-Guerrero,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1749,604,Cathedral - Ixtapa-Zihuatanejo-Guerrero,"Main Street, Ixtapa-Zihuatanejo-Guerrero, Mexico",Temple,,Temple,Religious,Ixtapa-Zihuatanejo-Guerrero,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1750,634,Grand Mosque - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Temple,,Temple,Religious,Tuxtla Gutierrez,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1751,634,Art Gallery - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Museum,,Museum,Museum,Tuxtla Gutierrez,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1752,634,Ancient Temple - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Temple,,Temple,Religious,Tuxtla Gutierrez,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1753,634,Botanical Garden - Tuxtla Gutierrez,"Main Street, Tuxtla Gutierrez, Mexico",Park,,Park,Park,Tuxtla Gutierrez,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1754,633,Paradise Beach - Tulum,"Main Street, Tulum, Mexico",Beach,,Beach,Beach,Tulum,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1755,633,Ancient Temple - Tulum,"Main Street, Tulum, Mexico",Temple,,Temple,Religious,Tulum,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1756,633,History Museum - Tulum,"Main Street, Tulum, Mexico",Museum,,Museum,Museum,Tulum,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1757,633,Sacred Shrine - Tulum,"Main Street, Tulum, Mexico",Temple,,Temple,Religious,Tulum,50,Mexico,8,Northern America,2,America,0,4.15769884753448
1758,1217,Night Market - Incline Village,"Main Street, Incline Village, United States",Market,,Market,Market,Incline Village,51,United States,8,Northern America,2,America,0,4.15769884753448
1759,1217,Art Gallery - Incline Village,"Main Street, Incline Village, United States",Museum,,Museum,Museum,Incline Village,51,United States,8,Northern America,2,America,0,4.15769884753448
1760,1217,Crystal Bay - Incline Village,"Main Street, Incline Village, United States",Beach,,Beach,Beach,Incline Village,51,United States,8,Northern America,2,America,0,4.15769884753448
1761,1217,Science Museum - Incline Village,"Main Street, Incline Village, United States",Museum,,Museum,Museum,Incline Village,51,United States,8,Northern America,2,America,0,4.15769884753448
1762,1785,Local Bazaar - Safety Harbor,"Main Street, Safety Harbor, United States",Market,,Market,Market,Safety Harbor,51,United States,8,Northern America,2,America,0,4.15769884753448
1763,1785,History Museum - Safety Harbor,"Main Street, Safety Harbor, United States",Museum,,Museum,Museum,Safety Harbor,51,United States,8,Northern America,2,America,0,4.15769884753448
1764,1785,National Park - Safety Harbor,"Main Street, Safety Harbor, United States",Park,,Park,Park,Safety Harbor,51,United States,8,Northern America,2,America,0,4.15769884753448
1765,1785,Science Museum - Safety Harbor,"Main Street, Safety Harbor, United States",Museum,,Museum,Museum,Safety Harbor,51,United States,8,Northern America,2,America,0,4.15769884753448
1766,1021,Sacred Shrine - Evansville,"Main Street, Evansville, United States",Temple,,Temple,Religious,Evansville,51,United States,8,Northern America,2,America,0,4.15769884753448
1767,1021,Wildlife Reserve - Evansville,"Main Street, Evansville, United States",Park,,Park,Park,Evansville,51,United States,8,Northern America,2,America,0,4.15769884753448
1768,1021,Art Gallery - Evansville,"Main Street, Evansville, United States",Museum,,Museum,Museum,Evansville,51,United States,8,Northern America,2,America,0,4.15769884753448
1769,1021,Golden Sand Beach - Evansville,"Main Street, Evansville, United States",Beach,,Beach,Beach,Evansville,51,United States,8,Northern America,2,America,0,4.15769884753448
1770,2159,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Temple,,Temple,Religious,San Carlos de Bariloche,52,Argentina,9,South America,2,America,0,4.15769884753448
1771,2159,Cathedral - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Temple,,Temple,Religious,San Carlos de Bariloche,52,Argentina,9,South America,2,America,0,4.15769884753448
1772,2159,Eco Park - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Park,,Park,Park,San Carlos de Bariloche,52,Argentina,9,South America,2,America,0,4.15769884753448
1773,2159,Wildlife Reserve - San Carlos de Bariloche,"Main Street, San Carlos de Bariloche, Argentina",Park,,Park,Park,San Carlos de Bariloche,52,Argentina,9,South America,2,America,0,4.15769884753448
1774,2157,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Temple,,Temple,Religious,Province of Cordoba,52,Argentina,9,South America,2,America,0,4.15769884753448
1775,2157,Eco Park - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Park,,Park,Park,Province of Cordoba,52,Argentina,9,South America,2,America,0,4.15769884753448
1776,2157,Local Bazaar - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Market,,Market,Market,Province of Cordoba,52,Argentina,9,South America,2,America,0,4.15769884753448
1777,2157,Sacred Shrine - Province of Cordoba,"Main Street, Province of Cordoba, Argentina",Temple,,Temple,Religious,Province of Cordoba,52,Argentina,9,South America,2,America,0,4.15769884753448
1778,2148,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina",Park,,Park,Park,Argentina,52,Argentina,9,South America,2,America,0,4.15769884753448
1779,2148,Wildlife Reserve - Argentina,"Main Street, Argentina, Argentina",Park,,Park,Park,Argentina,52,Argentina,9,South America,2,America,0,4.15769884753448
1780,2148,Flea Market - Argentina,"Main Street, Argentina, Argentina",Market,,Market,Market,Argentina,52,Argentina,9,South America,2,America,0,4.15769884753448
1781,2148,Crystal Bay - Argentina,"Main Street, Argentina, Argentina",Beach,,Beach,Beach,Argentina,52,Argentina,9,South America,2,America,0,4.15769884753448
1782,2161,Local Bazaar - Cochabamba,"Main Street, Cochabamba, Bolivia",Market,,Market,Market,Cochabamba,53,Bolivia,9,South America,2,America,0,4.15769884753448
1783,2161,Grand Mosque - Cochabamba,"Main Street, Cochabamba, Bolivia",Temple,,Temple,Religious,Cochabamba,53,Bolivia,9,South America,2,America,0,4.15769884753448
1784,2161,Botanical Garden - Cochabamba,"Main Street, Cochabamba, Bolivia",Park,,Park,Park,Cochabamba,53,Bolivia,9,South America,2,America,0,4.15769884753448
1785,2161,Wildlife Reserve - Cochabamba,"Main Street, Cochabamba, Bolivia",Park,,Park,Park,Cochabamba,53,Bolivia,9,South America,2,America,0,4.15769884753448
1786,2162,Flea Market - La Paz,"Main Street, La Paz, Bolivia",Market,,Market,Market,La Paz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1787,2162,Botanical Garden - La Paz,"Main Street, La Paz, Bolivia",Park,,Park,Park,La Paz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1788,2162,Ancient Temple - La Paz,"Main Street, La Paz, Bolivia",Temple,,Temple,Religious,La Paz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1789,2162,Art Gallery - La Paz,"Main Street, La Paz, Bolivia",Museum,,Museum,Museum,La Paz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1790,2163,Ancient Temple - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Temple,,Temple,Religious,Santa Cruz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1791,2163,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Park,,Park,Park,Santa Cruz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1792,2163,Farmers' Market - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Market,,Market,Market,Santa Cruz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1793,2163,Botanical Garden - Santa Cruz,"Main Street, Santa Cruz, Bolivia",Park,,Park,Park,Santa Cruz,53,Bolivia,9,South America,2,America,0,4.15769884753448
1794,2183,Cathedral - Jericoacoara,"Main Street, Jericoacoara, Brazil",Temple,,Temple,Religious,Jericoacoara,54,Brazil,9,South America,2,America,0,4.15769884753448
1795,2183,National Park - Jericoacoara,"Main Street, Jericoacoara, Brazil",Park,,Park,Park,Jericoacoara,54,Brazil,9,South America,2,America,0,4.15769884753448
1796,2183,Golden Sand Beach - Jericoacoara,"Main Street, Jericoacoara, Brazil",Beach,,Beach,Beach,Jericoacoara,54,Brazil,9,South America,2,America,0,4.15769884753448
1797,2183,Sacred Shrine - Jericoacoara,"Main Street, Jericoacoara, Brazil",Temple,,Temple,Religious,Jericoacoara,54,Brazil,9,South America,2,America,0,4.15769884753448
1798,2213,Botanical Garden - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Park,,Park,Park,State of Rio de Janeiro,54,Brazil,9,South America,2,America,0,4.15769884753448
1799,2213,Ancient Temple - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Temple,,Temple,Religious,State of Rio de Janeiro,54,Brazil,9,South America,2,America,0,4.15769884753448
1800,2213,Paradise Beach - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Beach,,Beach,Beach,State of Rio de Janeiro,54,Brazil,9,South America,2,America,0,4.15769884753448
1801,2213,Science Museum - State of Rio de Janeiro,"Main Street, State of Rio de Janeiro, Brazil",Museum,,Museum,Museum,State of Rio de Janeiro,54,Brazil,9,South America,2,America,0,4.15769884753448
1802,2212,Golden Sand Beach - Sorocaba,"Main Street, Sorocaba, Brazil",Beach,,Beach,Beach,Sorocaba,54,Brazil,9,South America,2,America,0,4.15769884753448
1803,2212,Night Market - Sorocaba,"Main Street, Sorocaba, Brazil",Market,,Market,Market,Sorocaba,54,Brazil,9,South America,2,America,0,4.15769884753448
1804,2212,Botanical Garden - Sorocaba,"Main Street, Sorocaba, Brazil",Park,,Park,Park,Sorocaba,54,Brazil,9,South America,2,America,0,4.15769884753448
1805,2212,Grand Mosque - Sorocaba,"Main Street, Sorocaba, Brazil",Temple,,Temple,Religious,Sorocaba,54,Brazil,9,South America,2,America,0,4.15769884753448
1806,2228,Night Market - Valparaiso,"Main Street, Valparaiso, Chile",Market,,Market,Market,Valparaiso,55,Chile,9,South America,2,America,0,4.15769884753448
1807,2228,Local Bazaar - Valparaiso,"Main Street, Valparaiso, Chile",Market,,Market,Market,Valparaiso,55,Chile,9,South America,2,America,0,4.15769884753448
1808,2228,Wildlife Reserve - Valparaiso,"Main Street, Valparaiso, Chile",Park,,Park,Park,Valparaiso,55,Chile,9,South America,2,America,0,4.15769884753448
1809,2228,Science Museum - Valparaiso,"Main Street, Valparaiso, Chile",Museum,,Museum,Museum,Valparaiso,55,Chile,9,South America,2,America,0,4.15769884753448
1810,2227,Cathedral - Valdivia,"Main Street, Valdivia, Chile",Temple,,Temple,Religious,Valdivia,55,Chile,9,South America,2,America,0,4.15769884753448
1811,2227,Cathedral - Valdivia,"Main Street, Valdivia, Chile",Temple,,Temple,Religious,Valdivia,55,Chile,9,South America,2,America,0,4.15769884753448
1812,2227,Golden Sand Beach - Valdivia,"Main Street, Valdivia, Chile",Beach,,Beach,Beach,Valdivia,55,Chile,9,South America,2,America,0,4.15769884753448
1813,2227,Eco Park - Valdivia,"Main Street, Valdivia, Chile",Park,,Park,Park,Valdivia,55,Chile,9,South America,2,America,0,4.15769884753448
1814,2218,Night Market - Chile,"Main Street, Chile, Chile",Market,,Market,Market,Chile,55,Chile,9,South America,2,America,0,4.15769884753448
1815,2218,Cathedral - Chile,"Main Street, Chile, Chile",Temple,,Temple,Religious,Chile,55,Chile,9,South America,2,America,0,4.15769884753448
1816,2218,Eco Park - Chile,"Main Street, Chile, Chile",Park,,Park,Park,Chile,55,Chile,9,South America,2,America,0,4.15769884753448
1817,2218,Farmers' Market - Chile,"Main Street, Chile, Chile",Market,,Market,Market,Chile,55,Chile,9,South America,2,America,0,4.15769884753448
1818,2231,Grand Mosque - Cali,"Main Street, Cali, Colombia",Temple,,Temple,Religious,Cali,56,Colombia,9,South America,2,America,0,4.15769884753448
1819,2231,Paradise Beach - Cali,"Main Street, Cali, Colombia",Beach,,Beach,Beach,Cali,56,Colombia,9,South America,2,America,0,4.15769884753448
1820,2231,Sunset Cove - Cali,"Main Street, Cali, Colombia",Beach,,Beach,Beach,Cali,56,Colombia,9,South America,2,America,0,4.15769884753448
1821,2231,Ancient Temple - Cali,"Main Street, Cali, Colombia",Temple,,Temple,Religious,Cali,56,Colombia,9,South America,2,America,0,4.15769884753448
1822,2235,Science Museum - Popayan,"Main Street, Popayan, Colombia",Museum,,Museum,Museum,Popayan,56,Colombia,9,South America,2,America,0,4.15769884753448
1823,2235,Golden Sand Beach - Popayan,"Main Street, Popayan, Colombia",Beach,,Beach,Beach,Popayan,56,Colombia,9,South America,2,America,0,4.15769884753448
1824,2235,Paradise Beach - Popayan,"Main Street, Popayan, Colombia",Beach,,Beach,Beach,Popayan,56,Colombia,9,South America,2,America,0,4.15769884753448
1825,2235,Cultural Heritage Center - Popayan,"Main Street, Popayan, Colombia",Museum,,Museum,Museum,Popayan,56,Colombia,9,South America,2,America,0,4.15769884753448
1826,2230,Crystal Bay - Bogota,"Main Street, Bogota, Colombia",Beach,,Beach,Beach,Bogota,56,Colombia,9,South America,2,America,0,4.15769884753448
1827,2230,Ancient Temple - Bogota,"Main Street, Bogota, Colombia",Temple,,Temple,Religious,Bogota,56,Colombia,9,South America,2,America,0,4.15769884753448
1828,2230,Crystal Bay - Bogota,"Main Street, Bogota, Colombia",Beach,,Beach,Beach,Bogota,56,Colombia,9,South America,2,America,0,4.15769884753448
1829,2230,Science Museum - Bogota,"Main Street, Bogota, Colombia",Museum,,Museum,Museum,Bogota,56,Colombia,9,South America,2,America,0,4.15769884753448
1830,2238,Night Market - Cuenca,"Main Street, Cuenca, Ecuador",Market,,Market,Market,Cuenca,57,Ecuador,9,South America,2,America,0,4.15769884753448
1831,2238,Farmers' Market - Cuenca,"Main Street, Cuenca, Ecuador",Market,,Market,Market,Cuenca,57,Ecuador,9,South America,2,America,0,4.15769884753448
1832,2238,Local Bazaar - Cuenca,"Main Street, Cuenca, Ecuador",Market,,Market,Market,Cuenca,57,Ecuador,9,South America,2,America,0,4.15769884753448
1833,2238,Sacred Shrine - Cuenca,"Main Street, Cuenca, Ecuador",Temple,,Temple,Religious,Cuenca,57,Ecuador,9,South America,2,America,0,4.15769884753448
1834,2239,Sacred Shrine - Guayaquil,"Main Street, Guayaquil, Ecuador",Temple,,Temple,Religious,Guayaquil,57,Ecuador,9,South America,2,America,0,4.15769884753448
1835,2239,Science Museum - Guayaquil,"Main Street, Guayaquil, Ecuador",Museum,,Museum,Museum,Guayaquil,57,Ecuador,9,South America,2,America,0,4.15769884753448
1836,2239,National Park - Guayaquil,"Main Street, Guayaquil, Ecuador",Park,,Park,Park,Guayaquil,57,Ecuador,9,South America,2,America,0,4.15769884753448
1837,2239,Golden Sand Beach - Guayaquil,"Main Street, Guayaquil, Ecuador",Beach,,Beach,Beach,Guayaquil,57,Ecuador,9,South America,2,America,0,4.15769884753448
1838,2243,Night Market - Tena,"Main Street, Tena, Ecuador",Market,,Market,Market,Tena,57,Ecuador,9,South America,2,America,0,4.15769884753448
1839,2243,Grand Mosque - Tena,"Main Street, Tena, Ecuador",Temple,,Temple,Religious,Tena,57,Ecuador,9,South America,2,America,0,4.15769884753448
1840,2243,Eco Park - Tena,"Main Street, Tena, Ecuador",Park,,Park,Park,Tena,57,Ecuador,9,South America,2,America,0,4.15769884753448
1841,2243,Golden Sand Beach - Tena,"Main Street, Tena, Ecuador",Beach,,Beach,Beach,Tena,57,Ecuador,9,South America,2,America,0,4.15769884753448
1842,2246,Botanical Garden - Cusco,"Main Street, Cusco, Peru",Park,,Park,Park,Cusco,58,Peru,9,South America,2,America,0,4.15769884753448
1843,2246,Farmers' Market - Cusco,"Main Street, Cusco, Peru",Market,,Market,Market,Cusco,58,Peru,9,South America,2,America,0,4.15769884753448
1844,2246,Night Market - Cusco,"Main Street, Cusco, Peru",Market,,Market,Market,Cusco,58,Peru,9,South America,2,America,0,4.15769884753448
